Mod:Item:MetaData, Localized Name
gregtech:compressed_23:6, Block of Rhodium Plated Palladium
gregtech:compressed_23:7, Block of Reprecipitated Rhodium
gregtech:compressed_23:8, Block of Rhodium Filter Cake
gregtech:compressed_23:9, Block of Zinc Sulfate
gregtech:compressed_23:10, Block of Rhodium Nitrate
gregtech:compressed_23:11, Block of Sodium Nitrate
gregtech:compressed_23:12, Block of Rhodium Salt
gregtech:compressed_23:13, Block of Crude Rhodium Metal
gregtech:compressed_23:14, Block of Rhodium
gregtech:compressed_23:15, Block of Metallic Sludge Dust Residue
gregtech:compressed_24:0, Block of Iridium Chloride
gregtech:compressed_24:1, Block of Iridium Dioxide
gregtech:compressed_24:2, Block of Sludge Dust Residue
gregtech:compressed_24:3, Block of Iridium Metal Residue
gregtech:compressed_24:4, Block of Rarest Metal Residue
gregtech:compressed_24:5, Block of Sodium Ruthenate
gregtech:compressed_24:6, Block of Ruthenium
gregtech:compressed_24:7, Block of Calcium Chloride
gregtech:compressed_24:8, Block of Leach Residue
gregtech:compressed_24:9, Block of Palladium Salt
gregtech:compressed_24:10, Block of Reprecipitated Palladium
gregtech:compressed_24:11, Block of Palladium Metallic Powder
gregtech:compressed_24:12, Block of Reprecipitated Platinum
gregtech:compressed_24:13, Block of Platinum Residue
gregtech:compressed_24:14, Block of Platinum Metallic Powder
gregtech:compressed_24:15, Block of Refined Platinum Salt
gregtech:compressed_4:0, Block of Zinc
gregtech:compressed_4:1, Block of Almandine
gregtech:compressed_4:2, Block of Andradite
gregtech:compressed_4:3, Block of Annealed Copper
gregtech:compressed_4:4, Block of Asbestos
gregtech:compressed_4:5, Block of Ashes
gregtech:compressed_4:6, Block of Banded Iron
gregtech:compressed_4:7, Block of Battery Alloy
gregtech:compressed_4:8, Block of Blue Topaz
gregtech:compressed_4:9, Block of Brass
gregtech:compressed_4:10, Block of Bronze
gregtech:compressed_4:11, Block of Brown Limonite
gregtech:compressed_4:12, Block of Calcite
gregtech:compressed_4:13, Block of Cassiterite
gregtech:compressed_4:14, Block of Cassiterite Sand
gregtech:compressed_4:15, Block of Chalcopyrite
gregtech:compressed_19:0, Block of Mendelevium 261
gregtech:compressed_19:1, Block of Mendelevium 259
gregtech:compressed_19:2, Block of Mendelevium
gregtech:compressed_19:3, Block of Fermium 263
gregtech:compressed_19:4, Block of Fermium 262
gregtech:compressed_19:5, Block of Fermium 259
gregtech:compressed_19:6, Block of Fermium 258
gregtech:compressed_19:7, Block of Fermium 257
gregtech:compressed_19:8, Block of Fermium
gregtech:compressed_19:9, Block of Einsteinium 257
gregtech:compressed_19:10, Block of Einsteinium 255
gregtech:compressed_19:11, Block of Einsteinium 253
gregtech:compressed_19:12, Block of Einsteinium
gregtech:compressed_19:13, Block of Californium 257
gregtech:compressed_19:14, Block of Californium 256
gregtech:compressed_19:15, Block of Californium 253
gregtech:compressed_16:0, Block of Polydimethylsiloxane
gregtech:compressed_16:1, Block of Polystyrene
gregtech:compressed_16:2, Block of Raw Styrene-Butadiene Rubber
gregtech:compressed_16:3, Block of Styrene-Butadiene Rubber
gregtech:compressed_16:4, Block of Potash
gregtech:compressed_16:5, Block of Soda Ash
gregtech:compressed_16:6, Block of Gallium Arsenide
gregtech:compressed_16:7, Block of Polyphenylene Sulfide
gregtech:compressed_16:8, Block of Indium Gallium Phosphide
gregtech:compressed_16:9, Block of Platinum Group Sludge
gregtech:compressed_16:10, Block of Ferrite Mixture
gregtech:compressed_16:11, Block of Nickel Zinc Ferrite
gregtech:compressed_16:12, Block of Magnesia
gregtech:compressed_16:13, Block of Phosphorous Pentoxide
gregtech:compressed_16:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:compressed_16:15, Block of material.skystone
gregtech:compressed_26:0, Block of Ferrosilite
gregtech:compressed_26:1, Block of Cupric Oxide
gregtech:compressed_26:2, Block of Arsenic Trioxide
gregtech:compressed_26:3, Block of Cobalt Oxide
gregtech:compressed_26:4, Block of Zincite
gregtech:compressed_26:5, Block of Antimony Trioxide
gregtech:compressed_26:6, Block of Massicot
gregtech:compressed_26:7, Block of Sand
gregtech:compressed_26:8, Block of Alumino Silicate Wool
gregtech:compressed_26:9, Block of Mica Based Pulp
gregtech:compressed_26:10, Block of Enderium
gregtech:compressed_26:11, Block of ZPM Superconductor
gregtech:compressed_26:12, Block of Polyvinyl Chloride
gregtech:compressed_26:13, Block of LuV Superconductor
gregtech:compressed_26:14, Block of IV Superconductor
gregtech:compressed_26:15, Block of EV Superconductor
gregtech:compressed_5:0, Block of Charcoal
gregtech:compressed_5:1, Block of Chromite
gregtech:compressed_5:2, Block of Cinnabar
gregtech:compressed_5:3, Block of Cobaltite
gregtech:compressed_5:4, Block of Sheldonite
gregtech:compressed_5:5, Block of Cupronickel
gregtech:compressed_5:6, Block of Dark Ashes
gregtech:compressed_5:7, Block of Electrum
gregtech:compressed_5:8, Block of Galena
gregtech:compressed_5:9, Block of Garnierite
gregtech:compressed_5:10, Block of Green Sapphire
gregtech:compressed_5:11, Block of Grossular
gregtech:compressed_5:12, Block of Ilmenite
gregtech:compressed_5:13, Block of Rutile
gregtech:compressed_5:14, Block of Bauxite
gregtech:compressed_5:15, Block of Magnesium Chloride
gregtech:compressed_7:0, Block of Polycaprolactam
gregtech:compressed_7:1, Block of Polytetrafluoroethylene
gregtech:compressed_7:2, Block of Powellite
gregtech:compressed_7:3, Block of Pyrite
gregtech:compressed_7:4, Block of Pyrolusite
gregtech:compressed_7:5, Block of Pyrope
gregtech:compressed_7:6, Block of Rock Salt
gregtech:compressed_7:7, Block of Rubber
gregtech:compressed_7:8, Block of Ruby
gregtech:compressed_7:9, Block of Salt
gregtech:compressed_7:10, Block of Saltpeter
gregtech:compressed_7:11, Block of Sapphire
gregtech:compressed_7:12, Block of Scheelite
gregtech:compressed_7:13, Block of Silicon Dioxide
gregtech:compressed_7:14, Block of Sodalite
gregtech:compressed_7:15, Block of Sodium Sulfide
gregtech:compressed_17:0, Block of material.fluix_quartz
gregtech:compressed_17:1, Block of Reactor Steel
gregtech:compressed_17:2, Block of Dubnium
gregtech:compressed_17:3, Block of Rutherfordium
gregtech:compressed_17:4, Block of UV Superconductor
gregtech:compressed_17:5, Block of UV Superconductor Base
gregtech:compressed_17:6, Block of Naquadriatic Compound
gregtech:compressed_17:7, Block of Enriched Naquadric Compound
gregtech:compressed_17:8, Block of Naquadric Compound
gregtech:compressed_17:9, Block of Tungsten Hexachloride
gregtech:compressed_17:10, Block of Tungsten Trioxide
gregtech:compressed_17:11, Block of Tungstic Acid
gregtech:compressed_17:12, Block of Calcium Tungstate
gregtech:compressed_17:13, Block of Organic Fertilizer
gregtech:compressed_17:14, Block of Abyssal Alloy
gregtech:compressed_17:15, Block of Astatine
gregtech:compressed_27:0, Block of HV Superconductor
gregtech:compressed_27:1, Block of MV Superconductor
gregtech:compressed_27:2, Block of ZPM Superconductor Base
gregtech:compressed_27:3, Block of LuV Superconductor Base
gregtech:compressed_27:4, Block of IV Superconductor Base
gregtech:compressed_27:5, Block of EV Superconductor Base
gregtech:compressed_27:6, Block of HV Superconductor Base
gregtech:compressed_27:7, Block of MV Superconductor Base
gregtech:compressed_27:8, Block of Talonite
gregtech:compressed_27:9, Block of Stellite
gregtech:compressed_27:10, Block of Tumbaga
gregtech:compressed_27:11, Block of Hastelloy N
gregtech:compressed_27:12, Block of Staballoy
gregtech:compressed_27:13, Block of Potin
gregtech:compressed_27:14, Block of Maraging Steel 250
gregtech:compressed_27:15, Block of Inconel 625
gregtech:compressed_6:0, Block of Invar
gregtech:compressed_6:1, Block of Kanthal
gregtech:compressed_6:2, Block of Lazurite
gregtech:compressed_6:3, Block of Magnalium
gregtech:compressed_6:4, Block of Magnesite
gregtech:compressed_6:5, Block of Magnetite
gregtech:compressed_6:6, Block of Molybdenite
gregtech:compressed_6:7, Block of Nichrome
gregtech:compressed_6:8, Block of Niobium Nitride
gregtech:compressed_6:9, Block of Niobium-Titanium
gregtech:compressed_6:10, Block of Obsidian
gregtech:compressed_6:11, Block of Phosphate
gregtech:compressed_6:12, Block of Pig Iron
gregtech:compressed_6:13, Block of Polyethylene
gregtech:compressed_6:14, Block of Epoxy Resin
gregtech:compressed_6:15, Block of Polysiloxane
gregtech:compressed_0:0, Block of Aluminium
gregtech:compressed_0:1, Block of Americium
gregtech:compressed_0:2, Block of Antimony
gregtech:compressed_0:3, Block of Arsenic
gregtech:compressed_0:4, Block of Barium
gregtech:compressed_0:5, Block of Beryllium
gregtech:compressed_0:6, Block of Bismuth
gregtech:compressed_0:7, Block of Boron
gregtech:compressed_0:8, Block of Caesium
gregtech:compressed_0:9, Block of Calcium
gregtech:compressed_0:10, Block of Carbon
gregtech:compressed_0:11, Block of Cadmium
gregtech:compressed_0:12, Block of Cerium
gregtech:compressed_0:13, Block of Chrome
gregtech:compressed_0:14, Block of Cobalt
gregtech:compressed_0:15, Block of Copper
gregtech:frame_bronze:0, Bronze Frame
gregtech:frame_bronze:1, Bronze Frame
gregtech:frame_bronze:2, Bronze Frame
gregtech:frame_bronze:3, Bronze Frame
gregtech:frame_bronze:4, Bronze Frame
gregtech:frame_bronze:5, Bronze Frame
gregtech:frame_bronze:6, Bronze Frame
gregtech:frame_bronze:7, Bronze Frame
gregtech:frame_bronze:8, Bronze Frame
gregtech:frame_bronze:9, Bronze Frame
gregtech:frame_bronze:10, Bronze Frame
gregtech:frame_bronze:11, Bronze Frame
gregtech:frame_bronze:12, Bronze Frame
gregtech:frame_bronze:13, Bronze Frame
gregtech:frame_bronze:14, Bronze Frame
gregtech:frame_bronze:15, Bronze Frame
gregtech:frame_nitinol_a:0, Nitinol 60 Frame
gregtech:frame_nitinol_a:1, Nitinol 60 Frame
gregtech:frame_nitinol_a:2, Nitinol 60 Frame
gregtech:frame_nitinol_a:3, Nitinol 60 Frame
gregtech:frame_nitinol_a:4, Nitinol 60 Frame
gregtech:frame_nitinol_a:5, Nitinol 60 Frame
gregtech:frame_nitinol_a:6, Nitinol 60 Frame
gregtech:frame_nitinol_a:7, Nitinol 60 Frame
gregtech:frame_nitinol_a:8, Nitinol 60 Frame
gregtech:frame_nitinol_a:9, Nitinol 60 Frame
gregtech:frame_nitinol_a:10, Nitinol 60 Frame
gregtech:frame_nitinol_a:11, Nitinol 60 Frame
gregtech:frame_nitinol_a:12, Nitinol 60 Frame
gregtech:frame_nitinol_a:13, Nitinol 60 Frame
gregtech:frame_nitinol_a:14, Nitinol 60 Frame
gregtech:frame_nitinol_a:15, Nitinol 60 Frame
gregtech:frame_tungsten_steel:0, Tungstensteel Frame
gregtech:frame_tungsten_steel:1, Tungstensteel Frame
gregtech:frame_tungsten_steel:2, Tungstensteel Frame
gregtech:frame_tungsten_steel:3, Tungstensteel Frame
gregtech:frame_tungsten_steel:4, Tungstensteel Frame
gregtech:frame_tungsten_steel:5, Tungstensteel Frame
gregtech:frame_tungsten_steel:6, Tungstensteel Frame
gregtech:frame_tungsten_steel:7, Tungstensteel Frame
gregtech:frame_tungsten_steel:8, Tungstensteel Frame
gregtech:frame_tungsten_steel:9, Tungstensteel Frame
gregtech:frame_tungsten_steel:10, Tungstensteel Frame
gregtech:frame_tungsten_steel:11, Tungstensteel Frame
gregtech:frame_tungsten_steel:12, Tungstensteel Frame
gregtech:frame_tungsten_steel:13, Tungstensteel Frame
gregtech:frame_tungsten_steel:14, Tungstensteel Frame
gregtech:frame_tungsten_steel:15, Tungstensteel Frame
gregtech:frame_staballoy:0, Staballoy Frame
gregtech:frame_staballoy:1, Staballoy Frame
gregtech:frame_staballoy:2, Staballoy Frame
gregtech:frame_staballoy:3, Staballoy Frame
gregtech:frame_staballoy:4, Staballoy Frame
gregtech:frame_staballoy:5, Staballoy Frame
gregtech:frame_staballoy:6, Staballoy Frame
gregtech:frame_staballoy:7, Staballoy Frame
gregtech:frame_staballoy:8, Staballoy Frame
gregtech:frame_staballoy:9, Staballoy Frame
gregtech:frame_staballoy:10, Staballoy Frame
gregtech:frame_staballoy:11, Staballoy Frame
gregtech:frame_staballoy:12, Staballoy Frame
gregtech:frame_staballoy:13, Staballoy Frame
gregtech:frame_staballoy:14, Staballoy Frame
gregtech:frame_staballoy:15, Staballoy Frame
gregtech:frame_wood:0, Wood Frame
gregtech:frame_wood:1, Wood Frame
gregtech:frame_wood:2, Wood Frame
gregtech:frame_wood:3, Wood Frame
gregtech:frame_wood:4, Wood Frame
gregtech:frame_wood:5, Wood Frame
gregtech:frame_wood:6, Wood Frame
gregtech:frame_wood:7, Wood Frame
gregtech:frame_wood:8, Wood Frame
gregtech:frame_wood:9, Wood Frame
gregtech:frame_wood:10, Wood Frame
gregtech:frame_wood:11, Wood Frame
gregtech:frame_wood:12, Wood Frame
gregtech:frame_wood:13, Wood Frame
gregtech:frame_wood:14, Wood Frame
gregtech:frame_wood:15, Wood Frame
gregtech:frame_black_steel:0, Black Steel Frame
gregtech:frame_black_steel:1, Black Steel Frame
gregtech:frame_black_steel:2, Black Steel Frame
gregtech:frame_black_steel:3, Black Steel Frame
gregtech:frame_black_steel:4, Black Steel Frame
gregtech:frame_black_steel:5, Black Steel Frame
gregtech:frame_black_steel:6, Black Steel Frame
gregtech:frame_black_steel:7, Black Steel Frame
gregtech:frame_black_steel:8, Black Steel Frame
gregtech:frame_black_steel:9, Black Steel Frame
gregtech:frame_black_steel:10, Black Steel Frame
gregtech:frame_black_steel:11, Black Steel Frame
gregtech:frame_black_steel:12, Black Steel Frame
gregtech:frame_black_steel:13, Black Steel Frame
gregtech:frame_black_steel:14, Black Steel Frame
gregtech:frame_black_steel:15, Black Steel Frame
gregtech:frame_maraging_steel_a:0, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:1, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:2, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:3, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:4, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:5, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:6, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:7, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:8, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:9, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:10, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:11, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:12, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:13, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:14, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:15, Maraging Steel 250 Frame
gregtech:frame_red_steel:0, Red Steel Frame
gregtech:frame_red_steel:1, Red Steel Frame
gregtech:frame_red_steel:2, Red Steel Frame
gregtech:frame_red_steel:3, Red Steel Frame
gregtech:frame_red_steel:4, Red Steel Frame
gregtech:frame_red_steel:5, Red Steel Frame
gregtech:frame_red_steel:6, Red Steel Frame
gregtech:frame_red_steel:7, Red Steel Frame
gregtech:frame_red_steel:8, Red Steel Frame
gregtech:frame_red_steel:9, Red Steel Frame
gregtech:frame_red_steel:10, Red Steel Frame
gregtech:frame_red_steel:11, Red Steel Frame
gregtech:frame_red_steel:12, Red Steel Frame
gregtech:frame_red_steel:13, Red Steel Frame
gregtech:frame_red_steel:14, Red Steel Frame
gregtech:frame_red_steel:15, Red Steel Frame
gregtech:frame_hssg:0, HSS-G Frame
gregtech:frame_hssg:1, HSS-G Frame
gregtech:frame_hssg:2, HSS-G Frame
gregtech:frame_hssg:3, HSS-G Frame
gregtech:frame_hssg:4, HSS-G Frame
gregtech:frame_hssg:5, HSS-G Frame
gregtech:frame_hssg:6, HSS-G Frame
gregtech:frame_hssg:7, HSS-G Frame
gregtech:frame_hssg:8, HSS-G Frame
gregtech:frame_hssg:9, HSS-G Frame
gregtech:frame_hssg:10, HSS-G Frame
gregtech:frame_hssg:11, HSS-G Frame
gregtech:frame_hssg:12, HSS-G Frame
gregtech:frame_hssg:13, HSS-G Frame
gregtech:frame_hssg:14, HSS-G Frame
gregtech:frame_hssg:15, HSS-G Frame
gregtech:frame_babbitt_alloy:0, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:1, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:2, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:3, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:4, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:5, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:6, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:7, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:8, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:9, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:10, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:11, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:12, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:13, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:14, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:15, Babbitt Alloy Frame
gregtech:frame_iron:0, Iron Frame
gregtech:frame_iron:1, Iron Frame
gregtech:frame_iron:2, Iron Frame
gregtech:frame_iron:3, Iron Frame
gregtech:frame_iron:4, Iron Frame
gregtech:frame_iron:5, Iron Frame
gregtech:frame_iron:6, Iron Frame
gregtech:frame_iron:7, Iron Frame
gregtech:frame_iron:8, Iron Frame
gregtech:frame_iron:9, Iron Frame
gregtech:frame_iron:10, Iron Frame
gregtech:frame_iron:11, Iron Frame
gregtech:frame_iron:12, Iron Frame
gregtech:frame_iron:13, Iron Frame
gregtech:frame_iron:14, Iron Frame
gregtech:frame_iron:15, Iron Frame
gregtech:frame_steel:0, Steel Frame
gregtech:frame_steel:1, Steel Frame
gregtech:frame_steel:2, Steel Frame
gregtech:frame_steel:3, Steel Frame
gregtech:frame_steel:4, Steel Frame
gregtech:frame_steel:5, Steel Frame
gregtech:frame_steel:6, Steel Frame
gregtech:frame_steel:7, Steel Frame
gregtech:frame_steel:8, Steel Frame
gregtech:frame_steel:9, Steel Frame
gregtech:frame_steel:10, Steel Frame
gregtech:frame_steel:11, Steel Frame
gregtech:frame_steel:12, Steel Frame
gregtech:frame_steel:13, Steel Frame
gregtech:frame_steel:14, Steel Frame
gregtech:frame_steel:15, Steel Frame
gregtech:frame_tritanium:0, Tritanium Frame
gregtech:frame_tritanium:1, Tritanium Frame
gregtech:frame_tritanium:2, Tritanium Frame
gregtech:frame_tritanium:3, Tritanium Frame
gregtech:frame_tritanium:4, Tritanium Frame
gregtech:frame_tritanium:5, Tritanium Frame
gregtech:frame_tritanium:6, Tritanium Frame
gregtech:frame_tritanium:7, Tritanium Frame
gregtech:frame_tritanium:8, Tritanium Frame
gregtech:frame_tritanium:9, Tritanium Frame
gregtech:frame_tritanium:10, Tritanium Frame
gregtech:frame_tritanium:11, Tritanium Frame
gregtech:frame_tritanium:12, Tritanium Frame
gregtech:frame_tritanium:13, Tritanium Frame
gregtech:frame_tritanium:14, Tritanium Frame
gregtech:frame_tritanium:15, Tritanium Frame
gregtech:frame_hsse:0, HSS-E Frame
gregtech:frame_hsse:1, HSS-E Frame
gregtech:frame_hsse:2, HSS-E Frame
gregtech:frame_hsse:3, HSS-E Frame
gregtech:frame_hsse:4, HSS-E Frame
gregtech:frame_hsse:5, HSS-E Frame
gregtech:frame_hsse:6, HSS-E Frame
gregtech:frame_hsse:7, HSS-E Frame
gregtech:frame_hsse:8, HSS-E Frame
gregtech:frame_hsse:9, HSS-E Frame
gregtech:frame_hsse:10, HSS-E Frame
gregtech:frame_hsse:11, HSS-E Frame
gregtech:frame_hsse:12, HSS-E Frame
gregtech:frame_hsse:13, HSS-E Frame
gregtech:frame_hsse:14, HSS-E Frame
gregtech:frame_hsse:15, HSS-E Frame
gregtech:frame_potin:0, Potin Frame
gregtech:frame_potin:1, Potin Frame
gregtech:frame_potin:2, Potin Frame
gregtech:frame_potin:3, Potin Frame
gregtech:frame_potin:4, Potin Frame
gregtech:frame_potin:5, Potin Frame
gregtech:frame_potin:6, Potin Frame
gregtech:frame_potin:7, Potin Frame
gregtech:frame_potin:8, Potin Frame
gregtech:frame_potin:9, Potin Frame
gregtech:frame_potin:10, Potin Frame
gregtech:frame_potin:11, Potin Frame
gregtech:frame_potin:12, Potin Frame
gregtech:frame_potin:13, Potin Frame
gregtech:frame_potin:14, Potin Frame
gregtech:frame_potin:15, Potin Frame
gregtech:frame_darmstadtium:0, Darmstadtium Frame
gregtech:frame_darmstadtium:1, Darmstadtium Frame
gregtech:frame_darmstadtium:2, Darmstadtium Frame
gregtech:frame_darmstadtium:3, Darmstadtium Frame
gregtech:frame_darmstadtium:4, Darmstadtium Frame
gregtech:frame_darmstadtium:5, Darmstadtium Frame
gregtech:frame_darmstadtium:6, Darmstadtium Frame
gregtech:frame_darmstadtium:7, Darmstadtium Frame
gregtech:frame_darmstadtium:8, Darmstadtium Frame
gregtech:frame_darmstadtium:9, Darmstadtium Frame
gregtech:frame_darmstadtium:10, Darmstadtium Frame
gregtech:frame_darmstadtium:11, Darmstadtium Frame
gregtech:frame_darmstadtium:12, Darmstadtium Frame
gregtech:frame_darmstadtium:13, Darmstadtium Frame
gregtech:frame_darmstadtium:14, Darmstadtium Frame
gregtech:frame_darmstadtium:15, Darmstadtium Frame
gregtech:frame_stainless_steel:0, Stainless Steel Frame
gregtech:frame_stainless_steel:1, Stainless Steel Frame
gregtech:frame_stainless_steel:2, Stainless Steel Frame
gregtech:frame_stainless_steel:3, Stainless Steel Frame
gregtech:frame_stainless_steel:4, Stainless Steel Frame
gregtech:frame_stainless_steel:5, Stainless Steel Frame
gregtech:frame_stainless_steel:6, Stainless Steel Frame
gregtech:frame_stainless_steel:7, Stainless Steel Frame
gregtech:frame_stainless_steel:8, Stainless Steel Frame
gregtech:frame_stainless_steel:9, Stainless Steel Frame
gregtech:frame_stainless_steel:10, Stainless Steel Frame
gregtech:frame_stainless_steel:11, Stainless Steel Frame
gregtech:frame_stainless_steel:12, Stainless Steel Frame
gregtech:frame_stainless_steel:13, Stainless Steel Frame
gregtech:frame_stainless_steel:14, Stainless Steel Frame
gregtech:frame_stainless_steel:15, Stainless Steel Frame
gregtech:frame_hastelloy_n:0, Hastelloy N Frame
gregtech:frame_hastelloy_n:1, Hastelloy N Frame
gregtech:frame_hastelloy_n:2, Hastelloy N Frame
gregtech:frame_hastelloy_n:3, Hastelloy N Frame
gregtech:frame_hastelloy_n:4, Hastelloy N Frame
gregtech:frame_hastelloy_n:5, Hastelloy N Frame
gregtech:frame_hastelloy_n:6, Hastelloy N Frame
gregtech:frame_hastelloy_n:7, Hastelloy N Frame
gregtech:frame_hastelloy_n:8, Hastelloy N Frame
gregtech:frame_hastelloy_n:9, Hastelloy N Frame
gregtech:frame_hastelloy_n:10, Hastelloy N Frame
gregtech:frame_hastelloy_n:11, Hastelloy N Frame
gregtech:frame_hastelloy_n:12, Hastelloy N Frame
gregtech:frame_hastelloy_n:13, Hastelloy N Frame
gregtech:frame_hastelloy_n:14, Hastelloy N Frame
gregtech:frame_hastelloy_n:15, Hastelloy N Frame
gregtech:frame_eglin_steel:0, Eglin Steel Frame
gregtech:frame_eglin_steel:1, Eglin Steel Frame
gregtech:frame_eglin_steel:2, Eglin Steel Frame
gregtech:frame_eglin_steel:3, Eglin Steel Frame
gregtech:frame_eglin_steel:4, Eglin Steel Frame
gregtech:frame_eglin_steel:5, Eglin Steel Frame
gregtech:frame_eglin_steel:6, Eglin Steel Frame
gregtech:frame_eglin_steel:7, Eglin Steel Frame
gregtech:frame_eglin_steel:8, Eglin Steel Frame
gregtech:frame_eglin_steel:9, Eglin Steel Frame
gregtech:frame_eglin_steel:10, Eglin Steel Frame
gregtech:frame_eglin_steel:11, Eglin Steel Frame
gregtech:frame_eglin_steel:12, Eglin Steel Frame
gregtech:frame_eglin_steel:13, Eglin Steel Frame
gregtech:frame_eglin_steel:14, Eglin Steel Frame
gregtech:frame_eglin_steel:15, Eglin Steel Frame
gregtech:frame_naquadria:0, Naquadria Frame
gregtech:frame_naquadria:1, Naquadria Frame
gregtech:frame_naquadria:2, Naquadria Frame
gregtech:frame_naquadria:3, Naquadria Frame
gregtech:frame_naquadria:4, Naquadria Frame
gregtech:frame_naquadria:5, Naquadria Frame
gregtech:frame_naquadria:6, Naquadria Frame
gregtech:frame_naquadria:7, Naquadria Frame
gregtech:frame_naquadria:8, Naquadria Frame
gregtech:frame_naquadria:9, Naquadria Frame
gregtech:frame_naquadria:10, Naquadria Frame
gregtech:frame_naquadria:11, Naquadria Frame
gregtech:frame_naquadria:12, Naquadria Frame
gregtech:frame_naquadria:13, Naquadria Frame
gregtech:frame_naquadria:14, Naquadria Frame
gregtech:frame_naquadria:15, Naquadria Frame
gregtech:frame_inconel_a:0, Inconel 625 Frame
gregtech:frame_inconel_a:1, Inconel 625 Frame
gregtech:frame_inconel_a:2, Inconel 625 Frame
gregtech:frame_inconel_a:3, Inconel 625 Frame
gregtech:frame_inconel_a:4, Inconel 625 Frame
gregtech:frame_inconel_a:5, Inconel 625 Frame
gregtech:frame_inconel_a:6, Inconel 625 Frame
gregtech:frame_inconel_a:7, Inconel 625 Frame
gregtech:frame_inconel_a:8, Inconel 625 Frame
gregtech:frame_inconel_a:9, Inconel 625 Frame
gregtech:frame_inconel_a:10, Inconel 625 Frame
gregtech:frame_inconel_a:11, Inconel 625 Frame
gregtech:frame_inconel_a:12, Inconel 625 Frame
gregtech:frame_inconel_a:13, Inconel 625 Frame
gregtech:frame_inconel_a:14, Inconel 625 Frame
gregtech:frame_inconel_a:15, Inconel 625 Frame
gregtech:frame_gold:0, Gold Frame
gregtech:frame_gold:1, Gold Frame
gregtech:frame_gold:2, Gold Frame
gregtech:frame_gold:3, Gold Frame
gregtech:frame_gold:4, Gold Frame
gregtech:frame_gold:5, Gold Frame
gregtech:frame_gold:6, Gold Frame
gregtech:frame_gold:7, Gold Frame
gregtech:frame_gold:8, Gold Frame
gregtech:frame_gold:9, Gold Frame
gregtech:frame_gold:10, Gold Frame
gregtech:frame_gold:11, Gold Frame
gregtech:frame_gold:12, Gold Frame
gregtech:frame_gold:13, Gold Frame
gregtech:frame_gold:14, Gold Frame
gregtech:frame_gold:15, Gold Frame
gregtech:frame_neutronium:0, Neutronium Frame
gregtech:frame_neutronium:1, Neutronium Frame
gregtech:frame_neutronium:2, Neutronium Frame
gregtech:frame_neutronium:3, Neutronium Frame
gregtech:frame_neutronium:4, Neutronium Frame
gregtech:frame_neutronium:5, Neutronium Frame
gregtech:frame_neutronium:6, Neutronium Frame
gregtech:frame_neutronium:7, Neutronium Frame
gregtech:frame_neutronium:8, Neutronium Frame
gregtech:frame_neutronium:9, Neutronium Frame
gregtech:frame_neutronium:10, Neutronium Frame
gregtech:frame_neutronium:11, Neutronium Frame
gregtech:frame_neutronium:12, Neutronium Frame
gregtech:frame_neutronium:13, Neutronium Frame
gregtech:frame_neutronium:14, Neutronium Frame
gregtech:frame_neutronium:15, Neutronium Frame
gregtech:frame_hsss:0, HSS-S Frame
gregtech:frame_hsss:1, HSS-S Frame
gregtech:frame_hsss:2, HSS-S Frame
gregtech:frame_hsss:3, HSS-S Frame
gregtech:frame_hsss:4, HSS-S Frame
gregtech:frame_hsss:5, HSS-S Frame
gregtech:frame_hsss:6, HSS-S Frame
gregtech:frame_hsss:7, HSS-S Frame
gregtech:frame_hsss:8, HSS-S Frame
gregtech:frame_hsss:9, HSS-S Frame
gregtech:frame_hsss:10, HSS-S Frame
gregtech:frame_hsss:11, HSS-S Frame
gregtech:frame_hsss:12, HSS-S Frame
